kw,sentence
Steuercomputer,"Der nationale Flugverkehr Steuercomputer Das System stürzte um 6 Uhr morgens ab, und die Flüge wurden manuell von Fluglotsen durchgeführt."
Steuercomputer,"Auf Befehl des Antriebsstrangs Steuercomputer , leiten die Magnetventile Öl zu den mit dem Schaltmechanismus ausgestatteten Ventilstößeln."
Steuercomputer,Die maximale Kabellänge zwischen den Steuercomputer und der erste Repeater oder zwischen Repeatern ist 1.200 Meter.
Steuercomputer,Zu den weiteren Upgrades gehört die Digitalisierung des Feuers Steuercomputer .
Kontrollsystem,"Lockheed Martin ist auch für die Avionik und den Elektroflug zuständig Kontrollsystem , sowie für die allgemeine technische Beratung."
Kontrollsystem,Heute ein Zugang Kontrollsystem ist das Rückgrat des Gesamtsicherheitsplans vieler Unternehmen.
Kontrollsystem,Die Kontrollsystem auf dem Mond an einzelne Empfänger auf der Erde gebunden werden.
Kontrollsystem,In diesem Fall wird die Wasserzufuhr zu den Mikronisierern in den Türmen von seinem Computer abgeschaltet Kontrollsystem .
Kontrollsystem,Eine kompetente Kreuzfahrt Kontrollsystem ist ein willkommenes Feature auf Hauptverkehrsstraßen.
Kontrollsystem,"Das Papier stützt sich auf Daten, die während einer vierjährigen Feldstudie des Flugzeugtriebwerks gesammelt wurden Kontrollsystem Industrie."
Kontrollsystem,Der Akasa-Fan Kontrollsystem verfügt über 3 Drehregler für die Einstellung des Lüfters mit variabler Geschwindigkeit.
Kontrollsystem,"Die Kontrollsystem für den Stoßdämpfer-Dämpfungsregler verwendet Radbeschleunigungssensoren, um den Straßenzustand durch die Fahrzeugbewegung zu überwachen."
Kontrollsystem,"Franke vermutete, dass ein Gabelkopfbolzen im Kontrollsystem kaputt, wodurch der Aufzug unbrauchbar wurde."
Kontrollsystem,"Ein dreiachsiger Flug Kontrollsystem verwendet eine Kursreferenzeinheit und ein vertikales Gyroskop, um die Flugstabilität zu gewährleisten."
Steuergerät,"Die Arbeit wird als große kubische Struktur beschrieben, die durch a . ausgelöst werden kann Steuergerät um die Rotationsgeschwindigkeit der Erde zu beeinflussen."
Steuergerät,"Eine 30-Ampere-Sicherung kann ein Gerät mit bis zu 7,2 kW unterstützen, sofern die Steuergerät hat auch keine Steckdose."
Steuergerät,Die Entriegelungsfunktion des Twist-Lock ist über eine Fernbedienung fernsteuerbar Steuergerät .
Steuergerät,"Ich habe die Elektronik gewechselt Steuergerät Sensoren, Sicherungskasten und Relais ohne Erfolg."
Steuergerät,Die Steuerung der Kraftstoffeinspritzung erfolgt durch den Motor Steuergerät und einen Fly-by-Wire-Drosselklappenpositionssensor.
Steuergerät,"Elektronisch Steuergerät mit Sicherheitsendschalter, Laderegler, Dioden und Tonsignal zur Anzeige der elektrischen Entladung der Batterie."
Steuergerät,Das Heizprinzip basiert auf einem Hochdruckzerstäuberbrenner und wird von einem integrierten Steuergerät .
Steuergerät,"Wenn durch ein Unglück die Steuergerät nur G1-Segmente unterstützt, ist es ein einfacher Vorgang, die G2- und G3-Codes in G1-Segmente umzuwandeln."
Steuergerät,Während der Arbeit der Traktor Steuergerät 1 wird häufiger betätigt als alle anderen Steuergeräte.
Steuergerät,"Er sagte, die Händler würden die Bremsflüssigkeit ersetzen und bei Bedarf die Steuergerät sowie."
Kühlsystem,"Wenn die Flossen in den Rads beschädigt, verbogen, verrottet, voller toter Fliegen oder Kuhfladen sind, Kühlsystem wird leiden."
Kühlsystem,"Ohne eine effiziente Kühlsystem , wird Ihr Toyota-Auto zwangsläufig überhitzen und eine schlechte Leistung erbringen."
Kühlsystem,"Lassen Sie sich von Ihrem Mechaniker überprüfen Kühlsystem für den Zustand von Antriebsriemen, Schellen und Schläuchen."
Kühlsystem,"Es ist fast unmöglich, Luft aus dem zu entlüften Kühlsystem , daher sollte das System vor dem Befüllen mit einem Spezialwerkzeug unter Vakuum gesetzt werden."
Kühlsystem,"Regen, Tau und Kondenswasser aus dem Kühlsystem produzieren genug Wasser für eine vierköpfige Familie."
Kühlsystem,"Ein aktives Luftfiltersystem sorgt für einen Gegenstrom-Luftstrom, der tatsächlich verhindert, dass Staub in den Kühlsystem ."
Kühlsystem,"Ma sagte, der Regen habe die Stationen ertränkt Kühlsystem , wodurch es deaktiviert und die Pumpstation lahmgelegt wird."
Kühlsystem,"Die Kühlsystem eines Haushaltskühlschranks besteht aus einem Kompressor, einem Messgerät und zwei Wärmetauschern, jeweils eine an der Außenseite und im Inneren des Kühlschranks."
Kühlsystem,"Eine typische Strahlungsheizung und Kühlsystem beginnt mit einem leistungsstarken Verglasungssystem, das je nach Bedarf mit Lichtregalen und Außenbeschattungen integriert wird."
Kühlsystem,"Wenn Sie sie in einen schattigen Bereich bringen können, in ein Gebäude mit a Kühlsystem , können Sie um einige Tage verlängern."
Kernnetzwerk,Sie stellten einen Antrag auf Baugenehmigung für die Kernnetzwerk von 5 radial geführten Buslinien.
Kernnetzwerk,Dies Kernnetzwerk müssen unabhängig vom Vorhandensein von Transiten gebaut werden.
Kernnetzwerk,"Verbindung zum IP-MPLS Kernnetzwerk und die optischen Netze über DSL, DOCSIS und Glasfaser."
Kernnetzwerk,Koordination könnte in jedem Fall eine entscheidende Rolle spielen Kernnetzwerk sich nähern.
Kernnetz,Ericsson nutzt die Vorteile der installierten LTE-FDD-Basis und wird auch das bestehende Evolved Packet . des Betreibers aktualisieren Kernnetz .
Kernnetzwerk,"Die Kernnetzwerk sollten nicht den großen Häfen den Vorzug geben, die aufgrund ihrer geografischen Lage bereits einen Vorteil haben."
Kernnetzwerk,Entwurf eines vollständigen analytischen Modells zur Beschreibung von Verbindungen zwischen IP Autonomen Systemen und einem MPLS Kernnetzwerk .
Kernnetzwerk,"Zugegeben, das Militär hat die GSM-Verschlüsselung längst geknackt und vor allem die Kernnetzwerk ist wahrscheinlich mies mit offiziellen Bugs."
Kernnetzwerk,"Verbindung unterschiedlicher Zugangsnetze zu einer gemeinsamen IP Kernnetzwerk ist nicht immer einfach, da jedes Zugangsnetz seine eigenen Vocoder und Protokolle mitbringt."
Kernnetz,Ein weiterentwickeltes Paket Kernnetz und drei eNode B-Basisstationen mit drei Remote-Funkköpfen werden von Hub Telecom verwendet.
Krypto,"Stumm Krypto Geräte können keine Tasten erkennen, keine Rückmeldung geben oder ein gemeinsames Nullstellsignal akzeptieren."
Krypto,"Denken Sie daran, dass root Zugriff auf Ihre privaten und öffentlichen Schlüssel hat und einen Tastendruck-Logger auf der Box ausführen kann und Ihre Krypto Passphrase."
Krypto,Was öffentlich machen Krypto NSA kann nicht brechen ist aus Sicht der Hörer die hetzerischste von Snowdens Enthüllungen.
Krypto,"Richtig umgesetzt stark Krypto Systeme sind eines der wenigen Dinge, auf die Sie sich verlassen können."
Krypto,"Jeder Software-Ingenieur steht auf sich selbst Krypto grapher, was zur Verbreitung wirklich schlechter Krypto-Software geführt hat."
Krypto,Unterstützung für neue CPU-Gleitkomma und Krypto Funktionen verbessert die Leistung und Sicherheit weiter.
Krypto,"Daher, es sei denn Krypto Geräte verwendet werden, sollte es als unsicheres sekundäres Mittel betrachtet werden."
Krypto,"Wie von einer kanadischen Person recherchiert und in der Exportkontrollliste Kanadas beschrieben, ist der Export legal Krypto Software aus Kanada in die Welt."
Krypto,"Wir sind nicht Krypto Anarchisten oder sogar Goldwanzen, aber wir reagieren überempfindlich auf die existierenden systemischen Bedrohungen und was als nächstes kommen könnte."
Krypto,Terroristen werden fröhlich sein Krypto ohnehin.
Kryptographie,"Es besteht kein Zweifel, dass der Versuch, einfache Codes zu knacken, das Verständnis für verbessert Kryptographie ."
Kryptographie,"Jim ist ein Experte für Klassik Kryptographie und hat ein Programm geschrieben, das ziemlich gut darin ist, die Enigma-Chiffre zu knacken."
Kryptographie,"Lernen Sie die Grundlagen der Netzwerksicherheit, einschließlich Kryptographie , Sicherheitsrichtlinien und sicheres Netzwerkdesign."
Kryptographie,"Da er keine Lust auf Kampf hatte, hatte er sich gefragt, ob er vielleicht eine Nische in finden würde Kryptographie ."
Kryptographie,"Toshiba Research Europe demonstrierte ein Prototypsystem, das Quanten anwendete Kryptographie zur Übertragung von Streaming-Videos."
Kryptographie,"Symmetrischer Schlüssel Kryptographie wird verwendet, um Datenvertraulichkeit und Datenauthentifizierung bereitzustellen."
Kryptographie,"Grundsätzlich können Aufgaben wie Quanten Kryptographie , Secret Sharing und Dense Coding profitieren alle von der Verwendung von Qudits, die größer als das Qubit sind."
Kryptographie,"Ihre Forschungsinteressen sind Kryptographie , Sicherheitsprotokolle und verteilte Sicherheit."
Kryptographie,Es gibt Behauptungen über bahnbrechende und völlig neue Technologien Kryptographie und dergleichen.
Kryptographie,"Dank an Kryptographie , unsere Regierungsbeamten haben die sicherste Kommunikation der Welt."
neuste Technologie,Was war neuste Technologie vor ein paar Jahren wurde schnell zum Mainstream.
neuste Technologie,"Grüne Chemie verwendet neuste Technologie die Umweltauswirkungen von chemischen Prozessen, Herstellung und Abfall zu minimieren."
neuste Technologie,"Beides sollte zeigen neuste Technologie , aber jetzt sind sie extrem campy, veraltete Relikte vergangener Zeiten und einfach eine schlechte Idee."
neuste Technologie,Das neue Management-Team der Westindischen Inseln schien Gefallen an der Verwendung von neuste Technologie bei seiner verbalen Attacke.
neuste Technologie,"Mit seinen sehr wettbewerbsfähigen Preisen, unübertroffenem Service und neuste Technologie , SSQ ist bestrebt, die Standards der Branche zu erhöhen."
neuste Technologie,"Unsere Mitarbeiter sind Teil eines professionellen Umfelds, das von einer Weltklasse-Marke, innovativem Marketing und neuste Technologie ."
neuste Technologie,Wir testen damit erneut neuste Technologie .
neuste Technologie,"Hitachi verwendet neuste Technologie Bereitstellung von Teilen und Materialien, einschließlich elektronischer Geräte und Halbleiter."
neuste Technologie,"Der Mensch Diese Labore sind voll von neuste Technologie , aber Roboter, Pneumatik und Mikroskope haben nicht immer die Antwort."
neuste Technologie,Die Lackierung des ersten Prototyps in Metallic-Grau und Tiefblau unterstreicht die Abstammung des Zuges: neuste Technologie .
Kybernetik,Sie interessiert sich besonders für Kybernetik und Systemanalyse als Quelle von Chronophobie bei Künstlern und anderen.
Kybernetik,"Abgesehen von allem anderen ist es schlecht, die entscheidende Funktion des Fleisches in der Maschine zu ignorieren Kybernetik ."
Kybernetik,"Diese moralischen und ethischen Fragen wurden zu wenig diskutiert, zumindest soweit Kybernetik ist besorgt."
Kybernetik,"Der Wettbewerb wurde organisiert, um zu fördern Kybernetik , das Studium der Interaktion zwischen Computern und Menschen."
Kybernetik,"Er nahm an den Treffen der Macy Foundation teil, die die Wissenschaft der Kybernetik , hielt aber eine gesunde Distanz zu Computern."
Kybernetik,Die Wissenschaft von Kybernetik hat viele Ähnlichkeiten zwischen Computern und dem menschlichen Gehirn entdeckt.
Kybernetik,"Einsteins Relativitätstheorie wurde von vielen Wissenschaftlern wegen der Selbsterhaltung geächtet, während die Quantenmechanik und Kybernetik wurden praktisch verboten."
Kybernetik,"Ich fing gerade an, mich dafür zu interessieren Kybernetik und Robotik."
Kybernetik,"Ampere, vor ihm, wollte Kybernetik die Wissenschaft der Regierung zu sein."
Kybernetik,Wiener war eine zentrale Figur der Macy-Konferenzen und einer der Begründer der interdisziplinären Wissenschaft der Kybernetik .
Cyberspace,"In Cyberspace Sie werden sowohl Freunde als auch Feinde finden, die alle versuchen, gehört zu werden."
Cyberspace,"Die Grundlage für diese Entscheidung untergräbt potenziell die Fähigkeit, sich in Cyberspace ."
Cyberspace,"Dies bietet die unrechtmäßige Möglichkeit, die Ergebnisse einer möglicherweise vorhandenen Push-Umfrage zu ändern Cyberspace ."
Cyberspace,"Das Problem ist, dass diese Vorwürfe im Umlauf sind Cyberspace seit ein paar Jahren und sind völlig unwahr."
Cyberspace,"Ich hoffe es, denn kein Konglomerat verdient die totale Welt Cyberspace Herrschaft."
Cyberspace,"Sollten Sie jedoch befürchten, dass Ihre Kreditkarteninformationen bei der Übertragung gestohlen werden könnten? Cyberspace ?"
Cyberspace,"Menschen sind nicht anonym in Cyberspace , da sie Identitäten konstruieren, die sie dort verwenden."
Cyberspace,"Unerschrocken hält Channel 4 an der Idee fest, dass man aus den Rüschenärmeln magische Gewinne zaubern kann Cyberspace ."
Cyberspace,Sogar der Begriff Cyberspace stellt eine absolute Verbindung her und verknüpft digitale Erfahrungen mit räumlichen Deskriptoren.
Cyberspace,"Dass das Ghetto zu einem umkämpften Raum geworden ist, lässt sich mit einem Blick auf seine virtuellen Avatare endlich demonstrieren Cyberspace ."
Datenerfassung,"Bei Verwendung optisch-mechanischer Mikrodensitometer wird die höchste räumliche Auflösung erreicht, aber Datenerfassung ist oft langsam."
Datenerfassung,"Die Daten können dann über eine Infrarot- Datenerfassung an einen PC, der eine vollständige Aufzeichnung der Personen liefert, die sich richtig die Hände gewaschen haben."
Datenerfassung,"Etzel, RTT Gründungspartner und VP of Datenerfassung Lösungen."
Datenerfassung,Eine bessere Sichtbarkeit reduziert das suboptimale Angebotsverhalten der Anforderer und die automatische Quittierung verbessert die Eingangsrate Datenerfassung .
Datenerfassung,"Wir pflegen, wie Sie es zu Ihrer Zeit getan haben, den kulturellen Squick über interne Schnittstellen zu vernetzten Maschinen und über Datenerfassung , aus offensichtlichen Gründen."
Datenmanagement,Netdish hat ein innovatives Telematiksystem für Datenmanagement und Übertragung zwischen Fischereifahrzeugen und Fischmärkten.
Datenmanagement,"Unser System ist ein funktionierendes, effektives und benutzerfreundliches Datenmanagement Werkzeug für strukturelle Genomik-Projekte."
Datenmanagement,Unternehmen wollen IT-Kosten senken und eine höhere Rendite erzielen Datenmanagement und Speicherinvestitionen.
Datenmanagement,"Einnahme Datenmanagement auf ein neues Niveau künstlerischer Schönheit zu bringen, ist die neue Forderung und Anforderung, neuen und aufkommenden Branchenvorschriften zu entsprechen."
Datenmanagement,Wir haben die . überprüft Datenmanagement Verfahren und fand sie in Ordnung.
Datenmanagement,Amazon Web Services erkennt Core Informatics als wissenschaftlich an Datenmanagement Anbieter mit APN Life Sciences-Kompetenz.
Datenmanagement,"Schließlich ist Deduplizierung, oder kurz Deduplizierung, wahrscheinlich das meistgesprochene Datenmanagement Strategie."
Datenmanagement,"Lotame hatte 2006 ein Werbenetzwerk aufgebaut, das von seinen eigenen fortschrittlichen Datenmanagement Plattform, Crowd Control."
Datenmanagement,Die MobileLink-Technologie ermöglicht den nahtlosen Fluss von EKG-Daten vom Kardiographen zum MUSE Datenmanagement System per Funkübertragung.
Datenmanagement,"Keynetix ist ein in Großbritannien ansässiges Unternehmen, Experte für Geotechnik und Geoumwelt Datenmanagement ."
Data-Mining,"Andere Arten von Datenbanken oder sogar Flatfiles können verwendet werden für Data-Mining , sind aber umständlicher und zeitaufwändiger zu bearbeiten."
Data-Mining,"Ebenso in wissenschaftlichen Data-Mining Algorithmen versuchen, Muster und Korrelationen in Datenbanken zu clustern, zu verallgemeinern und zu klassifizieren."
